round,accuracy,adv_success
107,0.7842741935483871,0.16666666666666666
108,0.7842741935483871,0.16666666666666666
109,0.7832661290322581,0.25
110,0.78125,0.25
111,0.7807459677419355,0.16666666666666666
112,0.7852822580645161,0.16666666666666666
113,0.7842741935483871,0.16666666666666666
114,0.7842741935483871,0.16666666666666666
115,0.7847782258064516,0.16666666666666666
116,0.7837701612903226,0.16666666666666666
117,0.7847782258064516,0.16666666666666666
118,0.7842741935483871,0.16666666666666666
119,0.7842741935483871,0.16666666666666666
120,0.7832661290322581,0.16666666666666666
121,0.7847782258064516,0.16666666666666666
122,0.7857862903225806,0.16666666666666666
123,0.7847782258064516,0.16666666666666666
124,0.7852822580645161,0.16666666666666666
125,0.7837701612903226,0.16666666666666666
126,0.7837701612903226,0.16666666666666666
127,0.7827620967741935,0.16666666666666666
128,0.7842741935483871,0.16666666666666666
129,0.7847782258064516,0.16666666666666666
130,0.782258064516129,0.16666666666666666
131,0.7847782258064516,0.16666666666666666
132,0.7842741935483871,0.16666666666666666
133,0.7857862903225806,0.16666666666666666
134,0.7862903225806451,0.16666666666666666
135,0.7862903225806451,0.16666666666666666
136,0.7852822580645161,0.16666666666666666
137,0.7847782258064516,0.16666666666666666
138,0.7837701612903226,0.16666666666666666
139,0.7847782258064516,0.16666666666666666
140,0.7827620967741935,0.16666666666666666
141,0.7872983870967742,0.16666666666666666
142,0.7867943548387096,0.16666666666666666
143,0.7872983870967742,0.16666666666666666
144,0.7857862903225806,0.16666666666666666
145,0.7872983870967742,0.16666666666666666
146,0.7862903225806451,0.16666666666666666
147,0.7893145161290323,0.16666666666666666
148,0.7893145161290323,0.16666666666666666
149,0.7898185483870968,0.16666666666666666
150,0.7867943548387096,0.16666666666666666
151,0.7867943548387096,0.16666666666666666
152,0.7878024193548387,0.16666666666666666
153,0.7878024193548387,0.16666666666666666
154,0.7872983870967742,0.16666666666666666
155,0.7878024193548387,0.16666666666666666
156,0.7893145161290323,0.16666666666666666
157,0.7898185483870968,0.16666666666666666
158,0.7872983870967742,0.16666666666666666
159,0.7872983870967742,0.16666666666666666
160,0.7883064516129032,0.16666666666666666
