,round,clients
646,647,"[824, 251, 898, 852, 60, 1215, 505, 465, 903, 973, 579, 1755, 921, 1068, 1124, 3432, 635, 323, 210, 1202, 485, 593, 1261, 231, 792, 374, 392, 785, 1012, 13460]"
647,648,"[151, 383, 538, 228, 186, 2441, 275, 915, 959, 711, 772, 709, 9, 1319, 1137, 1786, 849, 884, 681, 394, 107, 694, 282, 1116, 1058, 2484, 772, 1369, 272, 21876]"
648,649,"[636, 1013, 824, 227, 326, 277, 184, 81, 674, 1162, 594, 29, 528, 195, 191, 434, 605, 177, 1366, 363, 122, 1080, 3413, 477, 251, 1794, 430, 294, 1102, 16552]"
649,650,"[544, 1297, 456, 817, 481, 766, 520, 1246, 1249, 244, 498, 1209, 1260, 1238, 181, 1788, 1407, 1983, 1005, 844, 852, 775, 843, 148, 308, 611, 1192, 655, 545, 17723]"
650,651,"[2128, 305, 1096, 160, 422, 448, 501, 406, 289, 235, 805, 88, 317, 435, 542, 240, 436, 249, 844, 802, 441, 600, 682, 347, 1165, 147, 915, 970, 482, 18211]"
651,652,"[379, 520, 1036, 412, 2745, 877, 356, 489, 383, 297, 761, 1177, 3, 2560, 1609, 421, 1106, 387, 1309, 783, 977, 792, 2112, 230, 532, 1189, 1094, 789, 706, 26961]"
652,653,"[221, 617, 437, 1270, 477, 365, 1456, 1579, 1532, 650, 2573, 853, 249, 924, 908, 1084, 505, 976, 94, 386, 743, 647, 464, 306, 917, 529, 482, 277, 452, 24918]"
653,654,"[689, 600, 881, 614, 1011, 1477, 204, 591, 836, 1079, 346, 1392, 1864, 96, 1563, 178, 89, 636, 339, 1426, 783, 774, 427, 848, 1274, 413, 774, 810, 769, 25667]"
654,655,"[196, 420, 2609, 814, 1125, 1269, 540, 426, 381, 478, 519, 797, 870, 1020, 2155, 1125, 990, 1910, 1220, 1017, 770, 1243, 718, 988, 217, 794, 1204, 1077, 244, 11195]"
655,656,"[376, 536, 302, 498, 1373, 300, 509, 148, 1241, 187, 1762, 486, 550, 212, 137, 722, 750, 535, 1053, 445, 732, 392, 1238, 920, 930, 166, 922, 1330, 481, 14628]"
656,657,"[391, 105, 368, 31, 430, 137, 146, 528, 61, 221, 598, 1026, 254, 800, 201, 1289, 889, 527, 184, 358, 457, 3277, 3, 1867, 1016, 562, 204, 1026, 1913, 18581]"
657,658,"[352, 24, 1321, 1227, 514, 964, 1192, 981, 575, 900, 129, 536, 819, 1286, 806, 789, 749, 353, 1121, 409, 516, 535, 506, 1128, 2118, 1166, 1067, 1378, 539, 25352]"
658,659,"[1190, 1186, 471, 288, 760, 1052, 344, 43, 307, 204, 984, 259, 1087, 894, 285, 263, 508, 1344, 428, 49, 370, 443, 443, 228, 692, 254, 287, 921, 461, 24439]"
659,660,"[412, 376, 1326, 756, 816, 1454, 952, 752, 560, 722, 1379, 566, 450, 966, 1710, 678, 2864, 942, 633, 671, 926, 910, 1243, 802, 870, 1171, 624, 1127, 524, 22832]"
660,661,"[723, 488, 353, 194, 691, 727, 120, 149, 253, 628, 0, 712, 956, 1080, 259, 130, 330, 1116, 107, 937, 444, 1197, 151, 185, 463, 738, 1382, 743, 2104, 17356]"
661,662,"[826, 1295, 428, 1830, 313, 394, 815, 738, 2193, 757, 1005, 997, 2820, 2067, 894, 911, 1059, 719, 1639, 1232, 3507, 654, 878, 893, 709, 812, 1310, 1200, 490, 20792]"
662,663,"[1055, 67, 177, 422, 944, 952, 75, 571, 215, 178, 378, 915, 491, 935, 699, 363, 616, 62, 463, 1286, 1128, 628, 140, 161, 445, 1081, 321, 381, 113, 20291]"
663,664,"[1090, 527, 517, 1611, 1774, 2777, 786, 83, 648, 1835, 580, 475, 678, 526, 928, 633, 116, 1546, 2510, 126, 806, 1021, 676, 535, 14, 541, 746, 460, 627, 25296]"
664,665,"[1002, 1591, 425, 204, 469, 594, 861, 516, 4, 202, 156, 1005, 1081, 612, 1963, 817, 479, 185, 479, 59, 825, 300, 485, 674, 148, 441, 922, 548, 486, 17961]"
665,666,"[310, 739, 557, 1084, 812, 279, 1012, 2102, 538, 823, 568, 95, 191, 814, 422, 372, 600, 1234, 934, 371, 538, 590, 860, 563, 2375, 579, 657, 378, 672, 23120]"
666,667,"[604, 1258, 236, 508, 747, 263, 708, 397, 240, 598, 770, 899, 121, 197, 524, 1633, 27, 543, 972, 197, 124, 892, 269, 473, 381, 584, 2480, 472, 199, 20326]"
667,668,"[526, 746, 492, 830, 1381, 1133, 1354, 862, 683, 972, 565, 501, 1814, 437, 1001, 1393, 530, 165, 156, 100, 580, 63, 207, 638, 577, 1619, 1165, 717, 160, 20644]"
668,669,"[475, 1876, 210, 617, 714, 503, 304, 208, 696, 1883, 228, 28, 377, 1126, 1291, 468, 598, 240, 1515, 2713, 1162, 952, 773, 619, 599, 142, 381, 1577, 164, 11802]"
669,670,"[463, 610, 731, 129, 729, 145, 704, 826, 396, 1017, 2024, 1073, 1374, 734, 2092, 2079, 672, 550, 476, 726, 805, 522, 950, 463, 385, 738, 831, 934, 86, 18531]"
670,671,"[1103, 460, 449, 362, 49, 607, 1289, 419, 394, 299, 527, 131, 1140, 49, 597, 194, 482, 553, 51, 1633, 187, 208, 210, 903, 752, 1512, 362, 1165, 384, 22351]"
671,672,"[948, 1503, 689, 1211, 1079, 648, 1373, 188, 787, 335, 1406, 682, 500, 402, 359, 691, 790, 781, 613, 285, 372, 1090, 383, 362, 398, 1249, 438, 753, 1314, 25270]"
672,673,"[464, 489, 500, 196, 674, 1166, 2655, 777, 225, 109, 176, 908, 536, 3, 857, 624, 803, 208, 78, 905, 845, 1005, 916, 107, 910, 827, 243, 635, 463, 24748]"
673,674,"[1092, 460, 499, 1266, 1843, 738, 941, 1235, 313, 306, 771, 1071, 507, 669, 1561, 1069, 692, 1140, 1708, 1784, 574, 684, 627, 687, 242, 491, 231, 625, 491, 16958]"
674,675,"[794, 419, 854, 1757, 1199, 661, 215, 48, 585, 875, 1828, 2150, 435, 750, 2226, 1573, 411, 407, 178, 384, 244, 97, 775, 1667, 140, 602, 524, 400, 3143, 18652]"
675,676,"[431, 517, 550, 934, 957, 365, 808, 1224, 39, 825, 261, 934, 1739, 663, 1182, 423, 974, 699, 1613, 692, 406, 1385, 515, 18, 40, 930, 745, 1388, 1448, 17159]"
676,677,"[2252, 655, 1805, 773, 1134, 708, 831, 338, 871, 395, 412, 653, 1837, 273, 560, 888, 1168, 477, 1215, 311, 360, 667, 384, 336, 370, 459, 121, 1098, 118, 23891]"
677,678,"[574, 685, 560, 261, 1124, 976, 498, 428, 656, 1688, 2664, 1546, 317, 746, 2310, 612, 545, 501, 939, 223, 1289, 222, 1731, 548, 117, 1239, 1254, 436, 489, 26353]"
678,679,"[324, 840, 725, 556, 972, 32, 573, 765, 489, 538, 247, 475, 625, 864, 539, 819, 949, 81, 513, 554, 261, 1019, 1, 1100, 618, 508, 109, 685, 860, 21742]"
679,680,"[628, 643, 762, 1291, 1109, 1623, 565, 1522, 273, 652, 546, 1654, 141, 823, 789, 1198, 1005, 924, 932, 207, 791, 722, 648, 996, 154, 1171, 1337, 369, 398, 18243]"
680,681,"[95, 213, 311, 388, 414, 686, 702, 122, 329, 142, 530, 1592, 213, 2796, 105, 415, 233, 178, 208, 167, 602, 317, 333, 471, 1201, 1152, 111, 169, 712, 16102]"
681,682,"[761, 801, 1388, 714, 866, 664, 638, 953, 621, 886, 754, 17, 793, 372, 649, 309, 1770, 784, 366, 1803, 369, 1979, 250, 1206, 1414, 1267, 709, 104, 645, 11651]"
682,683,"[299, 752, 320, 402, 1657, 226, 568, 793, 455, 394, 445, 1424, 967, 868, 1011, 160, 711, 1377, 471, 599, 1162, 101, 420, 386, 171, 643, 572, 151, 1394, 24245]"
683,684,"[262, 335, 354, 253, 881, 44, 524, 2639, 890, 885, 763, 260, 426, 908, 534, 441, 916, 411, 363, 587, 490, 248, 570, 742, 794, 186, 1240, 393, 1201, 20434]"
684,685,"[117, 602, 311, 169, 152, 693, 260, 614, 942, 1637, 1238, 375, 165, 903, 198, 213, 231, 662, 207, 193, 2387, 469, 703, 297, 534, 471, 998, 425, 7, 20857]"
685,686,"[460, 148, 53, 1321, 1556, 1022, 752, 1458, 316, 972, 649, 1012, 1043, 394, 845, 1577, 1420, 921, 660, 450, 1538, 375, 479, 493, 942, 470, 1030, 457, 398, 21606]"
686,687,"[260, 434, 457, 102, 535, 1734, 186, 1027, 147, 65, 802, 90, 323, 333, 895, 172, 372, 592, 130, 449, 314, 1091, 970, 459, 620, 386, 363, 630, 1115, 16335]"
687,688,"[424, 418, 652, 781, 1017, 603, 1189, 238, 1108, 585, 587, 718, 283, 679, 377, 953, 408, 1674, 266, 151, 419, 1797, 481, 1119, 431, 421, 1252, 485, 299, 13746]"
688,689,"[497, 627, 151, 467, 680, 885, 193, 273, 514, 495, 3384, 88, 1, 994, 1625, 1177, 954, 369, 801, 631, 628, 886, 1523, 465, 402, 307, 115, 499, 744, 11246]"
689,690,"[818, 511, 1278, 2527, 228, 324, 999, 130, 465, 934, 868, 258, 382, 1645, 619, 367, 409, 363, 115, 1057, 39, 967, 430, 433, 1251, 568, 866, 234, 233, 10492]"
690,691,"[1080, 922, 909, 374, 0, 782, 232, 209, 421, 545, 204, 399, 718, 263, 540, 906, 50, 278, 238, 162, 2285, 75, 1465, 611, 595, 1591, 462, 616, 304, 13415]"
691,692,"[536, 306, 541, 1633, 719, 612, 206, 986, 375, 22, 492, 579, 1039, 674, 171, 299, 213, 729, 310, 461, 116, 464, 397, 1504, 1002, 554, 1802, 565, 665, 13331]"
692,693,"[225, 198, 3013, 687, 251, 236, 739, 1056, 401, 735, 671, 174, 542, 118, 7, 546, 309, 2050, 1144, 415, 610, 460, 2558, 161, 2004, 541, 256, 100, 309, 17898]"
693,694,"[89, 375, 2118, 1033, 403, 649, 392, 281, 948, 1124, 293, 134, 896, 537, 382, 272, 894, 521, 1217, 428, 717, 193, 166, 367, 1649, 156, 1016, 537, 827, 20951]"
694,695,"[555, 802, 225, 712, 820, 1597, 907, 411, 1383, 564, 211, 895, 441, 595, 1363, 1388, 1364, 584, 1004, 709, 198, 65, 831, 504, 157, 63, 1576, 26, 460, 19030]"
695,696,"[644, 1367, 993, 1830, 996, 484, 937, 523, 434, 317, 1920, 745, 1357, 181, 606, 503, 553, 896, 779, 687, 667, 362, 1290, 1045, 959, 552, 659, 209, 459, 16873]"
696,697,"[989, 144, 141, 661, 1528, 242, 946, 904, 81, 438, 82, 620, 47, 281, 1493, 521, 985, 264, 473, 3815, 1254, 79, 2877, 495, 5, 876, 394, 897, 396, 12814]"
697,698,"[372, 613, 1182, 679, 131, 714, 217, 327, 133, 1170, 473, 75, 1085, 384, 707, 1673, 851, 647, 548, 663, 415, 497, 1643, 429, 430, 1094, 2019, 117, 430, 21363]"
698,699,"[2103, 269, 538, 1477, 603, 212, 1303, 632, 1048, 2275, 855, 224, 874, 563, 843, 903, 811, 897, 1128, 429, 783, 775, 1164, 577, 400, 551, 265, 446, 1725, 18662]"
699,700,"[411, 633, 241, 694, 1826, 845, 457, 1225, 468, 390, 824, 918, 363, 514, 11, 753, 154, 1117, 339, 591, 12, 471, 686, 632, 909, 2241, 0, 517, 1927, 24982]"
700,701,"[823, 1164, 1297, 1037, 1767, 1375, 1742, 687, 1029, 813, 339, 1076, 707, 583, 1140, 1481, 501, 213, 198, 603, 723, 855, 1785, 985, 365, 740, 688, 813, 1707, 10949]"
701,702,"[810, 415, 1270, 670, 131, 2424, 209, 865, 317, 566, 497, 208, 343, 1601, 425, 285, 62, 341, 297, 1227, 778, 1118, 590, 825, 360, 352, 229, 958, 688, 18112]"
702,703,"[280, 583, 375, 644, 378, 1612, 277, 823, 712, 2251, 786, 847, 822, 755, 127, 1486, 1054, 421, 2202, 1048, 2582, 630, 1241, 878, 859, 586, 548, 49, 972, 22202]"
703,704,"[2023, 77, 329, 1029, 145, 343, 174, 267, 536, 469, 372, 98, 95, 176, 485, 1257, 349, 197, 1594, 601, 497, 1423, 826, 1206, 1094, 688, 147, 516, 131, 23107]"
704,705,"[559, 1663, 511, 931, 917, 1312, 1004, 7, 337, 588, 1315, 1044, 771, 480, 803, 1094, 863, 1525, 359, 818, 546, 856, 746, 201, 594, 753, 1963, 857, 840, 19640]"
705,706,"[690, 263, 647, 281, 1025, 1475, 342, 1282, 147, 639, 2214, 967, 631, 322, 549, 782, 537, 924, 2315, 390, 353, 462, 138, 245, 1533, 776, 349, 588, 309, 12650]"
706,707,"[513, 1008, 419, 432, 496, 1305, 187, 304, 595, 417, 610, 786, 271, 578, 1669, 371, 429, 215, 883, 386, 613, 722, 596, 2486, 155, 292, 1067, 2855, 314, 8298]"
707,708,"[1161, 822, 460, 55, 213, 114, 779, 77, 204, 705, 442, 985, 740, 859, 1386, 135, 611, 1242, 41, 585, 799, 52, 180, 85, 939, 1804, 1480, 590, 1350, 18906]"
708,709,"[2976, 774, 1212, 1528, 590, 609, 938, 2473, 884, 349, 1158, 889, 442, 819, 938, 695, 833, 519, 483, 604, 1041, 757, 501, 629, 296, 830, 134, 660, 274, 17523]"
709,710,"[302, 584, 1002, 2168, 814, 131, 650, 376, 1096, 18, 868, 1073, 127, 1325, 494, 8, 276, 212, 242, 1340, 2428, 519, 283, 288, 535, 251, 1494, 2270, 519, 23651]"
710,711,"[23, 308, 715, 1339, 362, 1038, 320, 708, 507, 796, 170, 1758, 553, 524, 589, 525, 439, 1169, 1083, 392, 970, 348, 1637, 259, 340, 351, 1029, 195, 119, 12391]"
711,712,"[833, 1172, 1164, 269, 771, 348, 91, 920, 505, 161, 537, 1358, 564, 341, 0, 1356, 1358, 491, 456, 129, 236, 69, 1496, 248, 465, 524, 464, 282, 312, 23905]"
712,713,"[424, 22, 1485, 551, 647, 583, 580, 137, 1220, 397, 1187, 1318, 800, 473, 167, 1186, 493, 433, 319, 1378, 1116, 996, 460, 1065, 519, 456, 1191, 477, 459, 13822]"
713,714,"[699, 1029, 717, 202, 475, 699, 874, 315, 711, 719, 1715, 1464, 529, 553, 1285, 541, 921, 1528, 1083, 1207, 452, 1258, 1274, 447, 397, 512, 280, 137, 712, 17645]"
714,715,"[503, 296, 625, 637, 864, 1916, 252, 446, 180, 478, 1359, 448, 384, 556, 517, 257, 436, 89, 567, 1864, 138, 476, 296, 405, 678, 921, 327, 1469, 639, 19770]"
715,716,"[825, 403, 765, 1874, 489, 220, 1171, 460, 485, 1785, 1362, 619, 2121, 577, 1875, 1017, 405, 341, 3074, 244, 501, 1001, 550, 286, 210, 1051, 1232, 970, 995, 16330]"
716,717,"[416, 607, 1044, 1029, 812, 697, 889, 1820, 921, 788, 16, 1199, 2217, 1546, 377, 453, 924, 226, 518, 689, 505, 492, 1032, 1484, 1213, 411, 787, 754, 1003, 17184]"
717,718,"[25, 240, 243, 342, 469, 291, 227, 858, 975, 188, 498, 625, 113, 168, 1439, 159, 367, 914, 420, 2989, 299, 3454, 258, 549, 104, 637, 577, 567, 1, 18993]"
718,719,"[486, 1707, 951, 91, 1822, 268, 1721, 684, 159, 477, 1202, 899, 345, 718, 885, 541, 2621, 733, 1050, 406, 529, 1416, 168, 424, 1278, 816, 654, 524, 587, 14446]"
719,720,"[726, 580, 252, 273, 15, 667, 64, 421, 200, 138, 5, 394, 828, 641, 925, 141, 47, 100, 490, 238, 80, 168, 2226, 1841, 217, 508, 980, 2827, 209, 11711]"
720,721,"[583, 405, 445, 876, 303, 349, 1878, 584, 1597, 618, 517, 485, 313, 799, 707, 911, 2021, 1900, 582, 1462, 904, 733, 913, 1060, 309, 364, 406, 1058, 547, 10662]"
721,722,"[234, 343, 806, 486, 33, 139, 462, 953, 232, 299, 125, 325, 883, 0, 1349, 447, 188, 1835, 105, 341, 562, 443, 1741, 1665, 183, 1427, 2065, 730, 93, 17848]"
722,723,"[1120, 5, 454, 904, 680, 670, 357, 842, 1012, 478, 461, 749, 795, 488, 563, 166, 1027, 263, 159, 224, 674, 561, 650, 446, 418, 310, 612, 552, 926, 19514]"
723,724,"[374, 925, 456, 170, 287, 907, 2636, 698, 448, 311, 432, 400, 302, 1045, 388, 617, 285, 1242, 0, 648, 261, 418, 111, 720, 93, 580, 489, 606, 268, 12754]"
724,725,"[652, 307, 1064, 180, 416, 1456, 13, 1066, 1334, 402, 254, 365, 374, 699, 821, 107, 594, 870, 324, 567, 716, 2542, 881, 1514, 655, 471, 824, 355, 427, 10840]"
725,726,"[789, 114, 321, 691, 991, 986, 17, 706, 929, 291, 28, 182, 268, 252, 233, 413, 12, 425, 552, 585, 503, 684, 98, 256, 907, 963, 1224, 1146, 333, 22329]"
726,727,"[727, 726, 445, 605, 2098, 527, 648, 894, 883, 623, 727, 585, 775, 271, 544, 563, 852, 1379, 407, 979, 563, 832, 690, 2197, 562, 749, 755, 893, 967, 22059]"
727,728,"[508, 247, 435, 450, 331, 575, 0, 441, 33, 222, 490, 921, 189, 1041, 976, 759, 302, 459, 50, 103, 93, 189, 161, 744, 624, 167, 169, 680, 655, 15351]"
728,729,"[975, 0, 469, 720, 1075, 1858, 905, 2252, 828, 810, 1302, 809, 677, 1587, 1150, 682, 180, 457, 662, 863, 685, 1890, 1985, 375, 628, 998, 340, 1158, 1416, 21618]"
729,730,"[255, 611, 38, 702, 467, 1158, 593, 572, 54, 291, 529, 251, 734, 837, 976, 373, 636, 362, 1476, 807, 2616, 717, 539, 601, 1817, 1166, 1178, 399, 87, 21788]"
730,731,"[242, 1498, 394, 633, 388, 435, 335, 956, 943, 1365, 199, 396, 64, 62, 603, 691, 151, 465, 904, 398, 129, 46, 501, 499, 252, 632, 863, 247, 525, 14421]"
731,732,"[1271, 246, 845, 497, 918, 1176, 627, 739, 1307, 873, 425, 524, 286, 587, 964, 262, 537, 385, 588, 167, 386, 741, 793, 1013, 789, 513, 676, 1245, 875, 20767]"
732,733,"[906, 317, 83, 1721, 130, 191, 1157, 2308, 501, 215, 444, 2521, 292, 645, 1086, 511, 1491, 1054, 1058, 1008, 202, 416, 133, 529, 373, 656, 280, 537, 305, 14795]"
733,734,"[800, 333, 981, 305, 131, 1506, 432, 1602, 1063, 2257, 427, 452, 216, 1499, 561, 223, 963, 168, 207, 1015, 365, 1968, 707, 167, 527, 838, 1343, 174, 738, 14473]"
734,735,"[1024, 555, 395, 1102, 2573, 508, 484, 554, 1083, 65, 743, 1096, 414, 1314, 719, 287, 1128, 517, 765, 1913, 507, 319, 358, 363, 797, 551, 319, 1103, 399, 25470]"
735,736,"[305, 1296, 368, 262, 503, 632, 786, 672, 988, 851, 85, 158, 890, 977, 216, 601, 399, 1016, 763, 701, 1023, 960, 307, 997, 211, 99, 82, 274, 689, 15635]"
736,737,"[2225, 943, 1101, 554, 100, 636, 60, 321, 541, 310, 995, 389, 1932, 1940, 238, 545, 127, 1061, 1652, 778, 1030, 229, 914, 166, 321, 430, 1503, 857, 649, 24144]"
737,738,"[492, 189, 753, 189, 173, 254, 1315, 2692, 424, 1317, 1182, 153, 225, 450, 477, 74, 1501, 850, 761, 637, 1188, 505, 381, 662, 514, 528, 1224, 939, 692, 14692]"
738,739,"[753, 937, 406, 404, 563, 560, 161, 257, 417, 1769, 281, 540, 822, 1292, 200, 1552, 484, 408, 740, 267, 596, 1680, 431, 302, 1217, 564, 1025, 252, 2348, 16732]"
739,740,"[735, 227, 676, 496, 450, 612, 749, 546, 1216, 1408, 129, 1092, 1462, 897, 592, 613, 853, 518, 1656, 167, 506, 524, 675, 1045, 730, 470, 1738, 335, 414, 17792]"
740,741,"[385, 922, 112, 687, 445, 257, 659, 220, 163, 1266, 134, 1042, 46, 50, 81, 359, 130, 860, 820, 670, 534, 467, 162, 1884, 87, 1173, 0, 360, 990, 19118]"
741,742,"[646, 587, 331, 679, 314, 685, 257, 425, 628, 490, 1380, 1158, 365, 663, 1847, 646, 828, 759, 1596, 2235, 1196, 811, 759, 268, 502, 776, 820, 978, 698, 11992]"
742,743,"[336, 191, 309, 1106, 411, 42, 677, 1612, 404, 590, 147, 697, 56, 768, 731, 293, 881, 564, 736, 232, 125, 947, 921, 307, 75, 116, 425, 864, 323, 14247]"
743,744,"[817, 814, 1728, 437, 781, 1826, 1090, 538, 2353, 930, 656, 1333, 419, 1174, 85, 605, 50, 546, 702, 637, 637, 436, 1269, 463, 1460, 476, 1156, 806, 1400, 13059]"
744,745,"[1012, 537, 536, 808, 1770, 2088, 116, 222, 70, 580, 1137, 411, 393, 710, 482, 933, 445, 375, 2276, 374, 469, 759, 607, 860, 670, 322, 876, 579, 66, 22345]"
745,746,"[248, 795, 1166, 1899, 38, 123, 0, 558, 462, 23, 648, 105, 1671, 477, 594, 1862, 140, 207, 355, 663, 671, 394, 790, 1639, 195, 954, 584, 583, 538, 23014]"
746,747,"[307, 379, 678, 1535, 1033, 215, 1664, 1473, 848, 576, 383, 646, 682, 305, 381, 433, 255, 648, 695, 130, 669, 445, 622, 749, 872, 222, 1068, 568, 512, 14155]"
747,748,"[169, 270, 558, 525, 271, 1181, 1043, 63, 418, 349, 688, 955, 2094, 367, 56, 448, 359, 220, 1357, 973, 1287, 2094, 661, 279, 540, 963, 1599, 279, 987, 22005]"
748,749,"[276, 766, 449, 210, 1201, 441, 378, 318, 904, 14, 844, 259, 133, 136, 488, 894, 445, 272, 121, 108, 449, 428, 164, 242, 1313, 846, 632, 990, 385, 22263]"
749,750,"[458, 187, 997, 1274, 333, 453, 3066, 155, 176, 962, 454, 1536, 962, 1194, 472, 1294, 895, 1411, 340, 493, 1655, 484, 777, 560, 310, 522, 2120, 911, 458, 22165]"
750,751,"[141, 101, 91, 524, 106, 161, 317, 1192, 575, 466, 260, 142, 369, 120, 69, 1526, 1281, 361, 383, 439, 152, 317, 118, 423, 14, 207, 54, 685, 69, 19786]"
751,752,"[911, 989, 811, 840, 572, 579, 308, 925, 966, 569, 290, 914, 621, 334, 182, 1024, 878, 630, 1213, 606, 792, 1284, 750, 1137, 193, 832, 827, 1424, 690, 11252]"
752,753,"[231, 537, 340, 922, 430, 1015, 43, 1136, 266, 1011, 688, 548, 102, 36, 184, 981, 646, 239, 989, 241, 1351, 589, 290, 475, 1081, 202, 961, 361, 827, 11131]"
753,754,"[206, 581, 716, 1638, 596, 1191, 339, 858, 310, 347, 387, 387, 1046, 488, 569, 1153, 371, 1016, 1131, 859, 464, 1138, 1298, 438, 513, 1236, 344, 792, 707, 15777]"
754,755,"[347, 115, 1236, 149, 281, 330, 884, 590, 87, 132, 365, 1962, 410, 737, 281, 291, 195, 1255, 312, 164, 476, 379, 446, 28, 2201, 372, 1407, 52, 160, 10903]"
755,756,"[1403, 2013, 389, 408, 854, 60, 1266, 1596, 352, 264, 657, 698, 1033, 873, 503, 883, 1852, 465, 1010, 947, 116, 1125, 749, 356, 452, 316, 663, 490, 1667, 19758]"
756,757,"[324, 93, 282, 128, 258, 357, 155, 548, 760, 1029, 732, 301, 61, 524, 830, 196, 489, 1820, 0, 944, 1210, 1066, 336, 485, 231, 688, 345, 202, 1901, 16796]"
757,758,"[790, 343, 565, 399, 458, 1004, 431, 672, 335, 336, 1118, 167, 544, 123, 1590, 911, 255, 491, 1107, 409, 0, 1123, 1219, 673, 1019, 910, 1401, 844, 660, 24739]"
758,759,"[64, 55, 793, 483, 616, 215, 1260, 80, 620, 344, 933, 298, 431, 344, 214, 1326, 945, 709, 1434, 529, 982, 1991, 93, 574, 722, 383, 509, 387, 464, 23594]"
759,760,"[924, 627, 889, 916, 927, 462, 904, 604, 424, 586, 567, 1179, 861, 748, 979, 408, 1582, 768, 508, 947, 807, 861, 562, 239, 556, 198, 626, 877, 1030, 21328]"
760,761,"[1781, 740, 1235, 619, 247, 203, 421, 325, 164, 368, 514, 381, 556, 639, 1894, 320, 220, 536, 279, 1202, 1598, 119, 663, 106, 794, 16, 521, 283, 0, 14119]"
761,762,"[265, 167, 410, 174, 734, 406, 203, 464, 24, 562, 453, 550, 1298, 42, 334, 78, 798, 1453, 732, 582, 430, 504, 853, 1391, 190, 211, 619, 997, 374, 11723]"
762,763,"[1180, 606, 241, 624, 1946, 336, 146, 648, 512, 746, 676, 74, 206, 969, 801, 694, 597, 316, 2420, 199, 482, 433, 1269, 592, 692, 183, 401, 631, 848, 13587]"
763,764,"[756, 326, 179, 780, 541, 716, 217, 638, 617, 1709, 159, 931, 2084, 972, 643, 395, 761, 679, 792, 573, 324, 1220, 77, 762, 399, 1938, 417, 902, 798, 18686]"
764,765,"[451, 849, 1250, 806, 388, 530, 654, 611, 783, 323, 341, 482, 1161, 890, 571, 499, 1626, 781, 306, 141, 393, 325, 915, 113, 566, 736, 933, 572, 374, 17774]"
765,766,"[1691, 609, 920, 424, 445, 526, 590, 163, 455, 155, 708, 422, 391, 499, 206, 650, 177, 82, 244, 509, 643, 465, 117, 208, 613, 72, 249, 493, 0, 9929]"
766,767,"[816, 141, 139, 638, 366, 816, 764, 109, 1582, 418, 1438, 1126, 755, 910, 27, 240, 1193, 727, 584, 1460, 427, 412, 576, 691, 746, 503, 871, 423, 627, 18265]"
767,768,"[678, 492, 2094, 786, 443, 276, 407, 68, 107, 310, 103, 1048, 600, 54, 2087, 282, 381, 389, 1619, 821, 227, 135, 587, 397, 125, 1423, 361, 498, 24, 15792]"
768,769,"[40, 772, 137, 42, 490, 152, 1228, 250, 487, 1639, 397, 817, 385, 460, 370, 96, 1, 500, 629, 1599, 390, 366, 599, 1228, 895, 388, 0, 954, 197, 11544]"
769,770,"[838, 307, 479, 516, 402, 1229, 35, 589, 1053, 444, 1183, 277, 1123, 272, 646, 503, 780, 781, 348, 978, 541, 1675, 879, 640, 477, 663, 495, 629, 629, 11277]"
770,771,"[578, 804, 488, 1171, 437, 602, 2781, 624, 615, 419, 618, 790, 339, 220, 862, 530, 327, 814, 677, 165, 283, 589, 428, 636, 416, 460, 644, 709, 450, 14594]"
771,772,"[262, 983, 346, 200, 147, 0, 155, 424, 275, 994, 74, 1344, 274, 12, 322, 658, 1009, 752, 138, 241, 408, 66, 1554, 338, 150, 674, 57, 1119, 392, 13714]"
772,773,"[116, 365, 1029, 177, 1252, 766, 1304, 980, 712, 2046, 542, 475, 88, 439, 168, 549, 1237, 246, 578, 284, 1182, 575, 478, 565, 520, 245, 662, 482, 1034, 16222]"
773,774,"[422, 3, 317, 815, 158, 798, 1561, 305, 2126, 410, 572, 312, 635, 455, 827, 742, 488, 190, 939, 86, 595, 0, 964, 51, 287, 1551, 895, 460, 314, 16519]"
774,775,"[291, 399, 371, 133, 182, 874, 571, 602, 744, 0, 413, 0, 185, 362, 1181, 562, 46, 319, 392, 652, 325, 2652, 596, 257, 166, 744, 428, 217, 30, 23359]"
775,776,"[1105, 354, 865, 1219, 517, 2448, 1314, 596, 652, 305, 495, 296, 699, 617, 427, 1372, 1007, 668, 1016, 585, 96, 1476, 143, 575, 82, 584, 120, 1326, 484, 23526]"
776,777,"[2017, 1994, 1050, 156, 1127, 585, 1496, 316, 837, 860, 0, 206, 1383, 322, 574, 706, 262, 138, 667, 150, 1864, 1225, 624, 306, 241, 228, 2, 417, 372, 18511]"
777,778,"[287, 525, 572, 1246, 96, 1173, 1187, 927, 877, 456, 830, 114, 742, 401, 968, 455, 1031, 302, 1049, 424, 664, 1453, 5, 817, 1033, 1144, 370, 864, 571, 18889]"
778,779,"[689, 496, 67, 94, 876, 814, 61, 650, 343, 66, 404, 45, 457, 770, 432, 198, 263, 596, 608, 230, 136, 460, 101, 558, 2, 237, 58, 994, 343, 15946]"
779,780,"[623, 377, 2980, 440, 775, 1212, 1691, 596, 18, 391, 697, 1675, 582, 705, 245, 440, 762, 1921, 491, 1493, 169, 985, 76, 1210, 670, 71, 1583, 350, 721, 21321]"
